"location","year","age_name","age","disability","disability_infant","disability_adult_early","disability_adult_late","disability_ageing","disability_covid","disability_ageing_nocov"
"Global",2023,"65-69 years",65,22814.5045662188,1171.12178718647,3088.44861206995,6383.94745431283,12170.9867126496,160.51967886,12010.4670337896
"Global",2023,"65-69 years",66,22814.5045662188,1171.12178718647,3088.44861206995,6383.94745431283,12170.9867126496,160.51967886,12010.4670337896
"Global",2023,"65-69 years",67,22814.5045662188,1171.12178718647,3088.44861206995,6383.94745431283,12170.9867126496,160.51967886,12010.4670337896
"Global",2023,"65-69 years",68,22814.5045662188,1171.12178718647,3088.44861206995,6383.94745431283,12170.9867126496,160.51967886,12010.4670337896
"Global",2023,"65-69 years",69,22814.5045662188,1171.12178718647,3088.44861206995,6383.94745431283,12170.9867126496,160.51967886,12010.4670337896
"Global",2023,"70-74 years",70,25716.0785082155,1124.92911572969,2782.5107580074,6698.67790403615,15109.9607304423,148.97591808193,14960.9848123603
"Global",2023,"70-74 years",71,25716.0785082155,1124.92911572969,2782.5107580074,6698.67790403615,15109.9607304423,148.97591808193,14960.9848123603
"Global",2023,"70-74 years",72,25716.0785082155,1124.92911572969,2782.5107580074,6698.67790403615,15109.9607304423,148.97591808193,14960.9848123603
"Global",2023,"70-74 years",73,25716.0785082155,1124.92911572969,2782.5107580074,6698.67790403615,15109.9607304423,148.97591808193,14960.9848123603
"Global",2023,"70-74 years",74,25716.0785082155,1124.92911572969,2782.5107580074,6698.67790403615,15109.9607304423,148.97591808193,14960.9848123603
"Global",2023,"75-79 years",75,28757.4667836955,1100.06119071905,2503.27463315849,6696.69584869859,18457.4351111194,147.94812242144,18309.4869886979
"Global",2023,"75-79 years",76,28757.4667836955,1100.06119071905,2503.27463315849,6696.69584869859,18457.4351111194,147.94812242144,18309.4869886979
"Global",2023,"75-79 years",77,28757.4667836955,1100.06119071905,2503.27463315849,6696.69584869859,18457.4351111194,147.94812242144,18309.4869886979
"Global",2023,"75-79 years",78,28757.4667836955,1100.06119071905,2503.27463315849,6696.69584869859,18457.4351111194,147.94812242144,18309.4869886979
"Global",2023,"75-79 years",79,28757.4667836955,1100.06119071905,2503.27463315849,6696.69584869859,18457.4351111194,147.94812242144,18309.4869886979
"Global",2023,"80-84 years",80,32120.8588402399,1091.17818330639,2262.32075062871,6367.95156235437,22399.4083439504,159.79055275959,22239.6177911908
"Global",2023,"80-84 years",81,32120.8588402399,1091.17818330639,2262.32075062871,6367.95156235437,22399.4083439504,159.79055275959,22239.6177911908
"Global",2023,"80-84 years",82,32120.8588402399,1091.17818330639,2262.32075062871,6367.95156235437,22399.4083439504,159.79055275959,22239.6177911908
"Global",2023,"80-84 years",83,32120.8588402399,1091.17818330639,2262.32075062871,6367.95156235437,22399.4083439504,159.79055275959,22239.6177911908
"Global",2023,"80-84 years",84,32120.8588402399,1091.17818330639,2262.32075062871,6367.95156235437,22399.4083439504,159.79055275959,22239.6177911908
"Global",2023,"85-89 years",85,35855.8152385345,1059.40775746001,2120.08750751992,5891.0562906115,26785.263682943,157.19378332003,26628.069899623
"Global",2023,"85-89 years",86,35855.8152385345,1059.40775746001,2120.08750751992,5891.0562906115,26785.263682943,157.19378332003,26628.069899623
"Global",2023,"85-89 years",87,35855.8152385345,1059.40775746001,2120.08750751992,5891.0562906115,26785.263682943,157.19378332003,26628.069899623
"Global",2023,"85-89 years",88,35855.8152385345,1059.40775746001,2120.08750751992,5891.0562906115,26785.263682943,157.19378332003,26628.069899623
"Global",2023,"85-89 years",89,35855.8152385345,1059.40775746001,2120.08750751992,5891.0562906115,26785.263682943,157.19378332003,26628.069899623
"Global",2023,"90-94 years",90,39455.8432447005,1066.52585002173,2005.58646028882,5259.61734415255,31124.1135902374,181.32371699892,30942.7898732385
"Global",2023,"90-94 years",91,39455.8432447005,1066.52585002173,2005.58646028882,5259.61734415255,31124.1135902374,181.32371699892,30942.7898732385
"Global",2023,"90-94 years",92,39455.8432447005,1066.52585002173,2005.58646028882,5259.61734415255,31124.1135902374,181.32371699892,30942.7898732385
"Global",2023,"90-94 years",93,39455.8432447005,1066.52585002173,2005.58646028882,5259.61734415255,31124.1135902374,181.32371699892,30942.7898732385
"Global",2023,"90-94 years",94,39455.8432447005,1066.52585002173,2005.58646028882,5259.61734415255,31124.1135902374,181.32371699892,30942.7898732385
"Global",2023,"95-99 years",95,43305.8241036444,1174.00202894785,1913.40379541402,4778.48373284029,35439.9345464423,210.5337602326,35229.4007862097
"Global",2023,"95-99 years",96,43305.8241036444,1174.00202894785,1913.40379541402,4778.48373284029,35439.9345464423,210.5337602326,35229.4007862097
"Global",2023,"95-99 years",97,43305.8241036444,1174.00202894785,1913.40379541402,4778.48373284029,35439.9345464423,210.5337602326,35229.4007862097
"Global",2023,"95-99 years",98,43305.8241036444,1174.00202894785,1913.40379541402,4778.48373284029,35439.9345464423,210.5337602326,35229.4007862097
